number,label,train,habitat_1_mean,habitat_1_std,habitat_1_area,habitat_1_contrast,habitat_1_dissimilarity,habitat_1_homogeneity,habitat_1_ASM,habitat_1_correlation,habitat_2_mean,habitat_2_std,habitat_2_area,habitat_2_contrast,habitat_2_dissimilarity,habitat_2_homogeneity,habitat_2_ASM,habitat_2_correlation,habitat_3_mean,habitat_3_std,habitat_3_area,habitat_3_contrast,habitat_3_dissimilarity,habitat_3_homogeneity,habitat_3_ASM,habitat_3_correlation
51,1,0,0.1805565953254700,0.0422837026417255,13548,46.883730910911600,4.182969135581700,0.2622847133555250,0.0019929369170533,0.7873957824088390,0.3325046896934510,0.055002674460411,7463,68.13838707478360,5.494171381825620,0.1786807228772230,0.0013228626300617,0.8075721477726890,0.5947006940841680,0.0988565385341644,1574,36.598907103825100,4.617850637522770,0.178196510978276,0.0011258091379922,0.9702693102951130
52,1,0,0.1649373322725300,0.0489159673452377,32194,190.17856474550900,9.875639346307390,0.1332878287731990,0.0007899290430569,0.3758596452993730,0.3308858871459960,0.0585809163749218,19670,204.1220372255340,10.44812418205610,0.0983295819200424,0.0006437364823122,0.499168590673408,0.5906494855880740,0.1002765446901320,8265,612.2621136805710,16.10425761832720,0.0754492799476161,0.0003127731165522,0.5161743428932220
53,1,0,0.3377695381641390,0.0425539463758468,25406,117.78876004065000,7.548675399885850,0.1617900071528050,0.0010883032726486,0.4851003079822680,0.4669422507286070,0.0419154614210128,27750,66.99994522648850,5.947490460280080,0.1555894184878170,0.0013329261186613,0.6689023049582550,0.6446845531463620,0.0855336487293243,8630,103.94030261348000,7.188995873452540,0.1283838449073400,0.0008610407375943,0.8917029731054640
54,1,0,0.1159376129508020,0.0181006509810686,16469,18.9256453997498,3.041737745934270,0.3214292672859150,0.0061358646418712,0.540919019085517,0.1931227594614030,0.0296465773135423,5546,19.815082644628100,3.2163223140495900,0.2623062034846110,0.0043159406802814,0.8061543171862460,0.333266019821167,0.0571319125592708,1340,105.65178965974400,6.496685815289440,0.1485482268797840,0.00174745258358,0.765269219247588
55,2,0,0.0658997371792793,0.0270087458193302,24048,48.082298259807400,5.002553974523710,0.1942446750201510,0.0024674789758823,0.468990416818764,0.1479602307081220,0.0248063001781702,21048,46.2674428900301,5.377855498494780,0.1558488958934210,0.0025121215698056,0.3649639063845940,0.2391257286071780,0.042936872690916,9545,54.46344591705860,5.11366273743358,0.1692821523718990,0.0022503057342555,0.785546407232768
56,2,0,0.0218931082636117,0.0166875459253788,16503,22.796029422802700,3.5332507693462400,0.2788948323574740,0.0080091153339176,0.3240973677225570,0.0830319598317146,0.0198827292770147,11626,25.733172233698400,3.876369022099230,0.219755323528867,0.0046018888793298,0.4483396086191000,0.1646180748939510,0.0371716506779193,4600,27.385190725504900,4.032410870107210,0.2032067195157080,0.0030502629859633,0.8487714376097760
57,2,0,0.0358587093651294,0.0213346313685178,11155,28.488484240577100,3.9428262798503100,0.2359179943111580,0.0043172236850669,0.4903348535050220,0.1093913242220880,0.0261090826243162,7841,33.64720102742310,4.479564856085220,0.1885365725254880,0.0031190315657276,0.5713575429175340,0.2209134399890900,0.0486836098134517,2454,43.52322924600150,5.139883219091140,0.1602463165016540,0.0019765114363683,0.8625498530184870
58,2,0,0.0325581356883049,0.0231532119214534,30196,35.00915670151230,4.296490363414700,0.2430446463432670,0.005162890134434,0.4461456785223960,0.1133976131677630,0.0247169695794582,29972,47.03255128033250,5.322402466818610,0.1638616980323070,0.0025145471923459,0.3506082812980220,0.207931712269783,0.0381625927984714,22804,70.03985784163870,5.891890859064510,0.1598533216892850,0.0018079843493692,0.6267459243054490
59,2,0,0.044839322566986,0.0228265319019556,2372,8.776723276723280,2.389110889110890,0.3037466122060010,0.0054851492164179,0.8464462197308930,0.1281952857971190,0.0282091721892356,1638,25.076862123613300,3.950079239302700,0.2059491897963260,0.0036728233051454,0.7307171470112540,0.2401627600193020,0.0480715334415435,878,36.91703056768560,4.81513828238719,0.1705148323542660,0.0025149956882761,0.8765977329477900
60,2,0,0.0598016194999218,0.0227946918457746,14867,32.73853756322700,4.223957483508540,0.2173127119740530,0.0033926896201595,0.4769202696320510,0.1324771046638490,0.0235092658549547,11253,30.596326319420500,4.183425319075540,0.2074308162647580,0.0034688343662889,0.5184686137130580,0.2251538932323460,0.0403520390391349,5731,22.9003294892916,3.6301482701812200,0.2227884657021780,0.0029026871765156,0.8896901940035940
61,2,0,0.0068146330304443,0.0099989660084247,28589,7.519099724806710,1.7690669637006900,0.5102325700613450,0.0883316829208862,0.4182531797927380,0.0678551495075225,0.0219089966267347,8523,23.54882023204280,3.699517663929080,0.2273017020910650,0.0045399684907143,0.579036834205575,0.170021116733551,0.0474645346403121,2026,36.30788485607010,4.689612015018770,0.1781107437238530,0.0021628255594837,0.8788686795153030
62,2,0,0.1153276488184930,0.0385687015950679,15166,57.065855531274,5.232886421357270,0.1894405980868670,0.0019397610526894,0.6760612058132460,0.2151754945516590,0.0281064752489328,26118,56.53248880957260,5.762294842163780,0.1547271849199890,0.001971916136888,0.397464346238333,0.3237862586975100,0.0529492199420928,10925,69.17443868739210,6.116501805620980,0.1451211007935290,0.0016050758588487,0.8146502616624180
63,2,0,0.0640791952610015,0.0238254480063915,15788,40.46305344089690,4.623868499791690,0.2186577019367980,0.002944569349337,0.4271059645819290,0.1452333927154540,0.0277388710528612,11764,44.7287103394906,4.979442145284480,0.1853256950020050,0.0025267127665144,0.5190652528172480,0.2584032118320470,0.0502503253519535,4665,80.57603949117140,6.06910955002848,0.1627783678230050,0.0018306467302222,0.7369186887449
64,2,0,0.0926436334848404,0.0278322156518697,27674,51.51236819253200,5.256370177397350,0.1832024455482120,0.0023145781127622,0.4600095964497680,0.1794829666614530,0.0271934904158115,28963,55.3235838400346,5.668605349804130,0.1600740995985810,0.0021148733424651,0.3786953660145020,0.285866767168045,0.0475132539868354,10896,93.19982593559620,6.472932985204530,0.1558448470634760,0.0016992071661815,0.6975041968723660
65,2,0,0.024142162874341,0.0293945893645286,24083,45.60742784144560,4.301001610723350,0.3306601197272240,0.026498014166648,0.5707153133943560,0.175196960568428,0.0502034872770309,8763,99.00813310982800,7.769044514807230,0.1099628539656320,0.0008807007711579,0.6504767930761460,0.3886766135692600,0.1044771522283550,2728,119.68896765618100,8.62826761187417,0.0989837322204579,0.0007479315569991,0.9181300946933700
66,2,0,0.0337640307843685,0.0338318012654781,22203,73.23255726624110,5.870634622606080,0.2506747806879960,0.0120846691331636,0.460022337621402,0.174668550491333,0.0439124964177608,14985,91.37576560765070,7.371897274257670,0.1170283618968100,0.0009927186974287,0.5846131092582320,0.3480542600154880,0.0768633261322975,6674,83.92609537216260,7.144465951082180,0.1168058876902430,0.0008276131811108,0.8895613757000220
67,2,0,0.0126580670475959,0.0173426587134599,20851,23.756418408711500,3.198195691916380,0.4065269130043460,0.0578016246314376,0.3781120853365530,0.1045761033892630,0.0300152618438005,14059,36.55687724561340,4.355670282903690,0.2136967796927470,0.0025273483360679,0.652131864907109,0.2246821671724320,0.0579867735505104,5705,47.355517690688600,5.185727172496740,0.1645816871026740,0.0016976703027165,0.8944153035353970
68,2,0,0.1342963576316830,0.0700713992118835,28280,264.289252433216,11.819866086836500,0.0923239396966052,0.0005968376071931,0.5642138317711630,0.3489929139614110,0.064944177865982,28477,330.7741833904590,13.900420264754700,0.0708332771448965,0.000447307402564,0.3439446958000420,0.593477189540863,0.0910928323864936,16345,494.25803858520900,15.613522686673800,0.0691302306855435,0.0003364867173635,0.5347482050789960
69,2,0,0.2253628820180890,0.0594408065080642,59136,254.25545044930800,10.99892639463030,0.1068535758869160,0.0006570565531324,0.405681740473076,0.3890051245689390,0.0536397732794284,45297,196.13892483237300,10.509861584911600,0.0940588507377146,0.0006020365580579,0.4299292895300240,0.6163526177406310,0.0909665375947952,16708,570.408362533958,16.39788968069610,0.0698643069615944,0.0003219795961335,0.4712773507321090
70,2,1,0.1926907747983930,0.0309084057807922,22197,26.558297979059100,3.423603419089220,0.2822749894243960,0.0032066901321239,0.7649128406434310,0.292642742395401,0.0338649228215217,16655,56.70795214637580,5.227304714989440,0.1926671025216440,0.0020453493438563,0.5746329909929560,0.4340364634990690,0.065955102443695,7786,74.67408542680080,5.684413940161260,0.164689196692404,0.0014550283233586,0.8655107835973510
71,2,1,0.0458347424864769,0.0420963317155838,7298,22.994837877076900,2.9941926117115700,0.350365214684178,0.0130574765778378,0.8895096715773250,0.2071713209152220,0.0462437383830547,8242,33.900546593787500,4.245833888814830,0.1986664979178680,0.0015937083161164,0.8626330738443870,0.3774077296257020,0.0753733590245246,4214,217.38349159970800,8.062332602873150,0.1430844176794510,0.0010550498774295,0.724162617632679
72,2,1,0.1332233399152760,0.0286003015935421,43314,20.69822620201910,3.006330918838760,0.3033656265211080,0.0040954685188425,0.7906595291749860,0.2142296731472020,0.0266709942370653,48862,24.55278971685100,3.325012330518290,0.2822065586793600,0.0039831649890165,0.7174937453622920,0.3406738340854650,0.0528439097106456,12163,19.976288565412400,3.216973358967320,0.2535486652394560,0.0023449080267573,0.9427817994658130
73,2,1,0.0,0.0,14693,0.0,0.0,1.0,1.0,0.0,0.0046437587589025,0.0015200524358078,505,0.376590330788804,0.376590330788804,0.811704834605598,0.3736443745184490,0.0382936507936507,0.0139946173876523,0.003580299206078,51,1.8974358974359000,1.0769230769230800,0.5435897435897440,0.133464825772518,0.1103575832305800
74,2,1,0.0498705990612506,0.0393275804817676,164181,95.8599267600173,5.790994177208610,0.3542949204402770,0.0094371580089717,0.5038246678562200,0.1942987293004990,0.0491145774722099,94941,47.85507155770200,3.3441907232876400,0.3875685150632400,0.0032859104365156,0.8412468152427100,0.4128002822399140,0.0646097362041473,50500,3.339719088187890,1.4609716785632100,0.4400911026515700,0.0029947675836826,0.9937737054220760
75,2,1,0.1218773946166040,0.0397800467908382,15762,84.88166561658740,5.687439143135350,0.2173034432355810,0.0019115800949226,0.6425110521370980,0.2270174920558930,0.0314369015395641,23538,21.347914373088700,3.3547155963302800,0.2521650467133780,0.0029489647897202,0.8107638323632380,0.3425334393978120,0.0526599250733852,12765,30.02168542410100,4.118492085277700,0.2094640151107480,0.0021336990239556,0.917601970234202
76,2,1,0.1083470657467840,0.0179781951010227,4926,3.185100432240020,1.4312229849987300,0.4474650897830330,0.0136196883871462,0.9215865354504150,0.1554510593414310,0.015341954305768,7303,3.430136048601010,1.4898605287926800,0.4337358820497950,0.0142089485048057,0.8724084801293710,0.226767361164093,0.0285178311169147,2415,7.544642857142860,2.2274159663865500,0.3169254996418950,0.0057922065885177,0.923825416902368
77,2,1,0.104189820587635,0.0352059602737426,13830,85.82296389488930,6.411185225627270,0.1773326158536980,0.0016182378334663,0.4770994483433630,0.2035789638757710,0.033335905522108,11411,83.27743557511000,6.71615336266499,0.1490528325948860,0.001642676178583,0.387716632816061,0.3463046848773960,0.0755836889147758,2691,83.08884120171670,6.227038626609440,0.1465031797339870,0.0016291513934682,0.8931348601986330
78,2,1,0.0514372065663337,0.0440621376037597,25153,68.55056701372770,5.477684196564760,0.2423715473511530,0.0065835415055524,0.6867475591989490,0.2112354487180710,0.0422496013343334,30838,107.01654516640300,7.455382989963020,0.1406302526128600,0.0010303959118714,0.499312016544794,0.3585974872112270,0.0652876570820808,16717,264.11214953271000,10.056991020707300,0.1253848461853740,0.0008693313667025,0.5470763366317990
79,2,1,0.0634600445628166,0.0424895472824573,26422,98.5364449903492,6.941919635023690,0.1679986854133550,0.0019013011059189,0.5658692617245660,0.2077071666717530,0.0424223057925701,29445,133.43619047619000,8.852910052910060,0.1042103702952990,0.0008672921810699,0.3802950605770820,0.3626006543636320,0.062701940536499,21783,266.9307217558690,11.674505368022100,0.0862470377675202,0.0006384488178119,0.4998857439323910
80,2,1,0.1837464869022370,0.0433955006301403,13778,21.394157630684600,3.690322058585530,0.2101738474686950,0.0017637978702013,0.9079998100164050,0.3238880038261410,0.0410148091614246,13396,73.19781241861680,5.907809070277910,0.1656174092353070,0.0013740451213003,0.6261716481518560,0.4823174476623540,0.0677911266684532,5745,124.8773722627740,7.200364963503650,0.1375947738540890,0.0010086612232937,0.7924238802627670
81,2,1,0.0611736699938774,0.0427558608353138,25991,172.2033275295030,8.99685625846392,0.2256695196924840,0.0023223597024929,0.2187707367271320,0.208774521946907,0.0535978749394416,20922,130.66185921958700,7.550535577658760,0.1506512180603670,0.0010776714928561,0.6273104552036110,0.5213260054588320,0.1425287276506420,2198,217.6932546806870,10.534496024621700,0.0933163980706852,0.0006033994682743,0.9148152840499820
82,2,1,0.1319559067487720,0.0266004540026187,41683,62.30182271029100,5.243483788938340,0.2816047379459710,0.0031326350044115,0.3452809608656330,0.2417502254247670,0.0419575907289981,13814,54.40113509678730,4.708354447484880,0.227906340945566,0.0022882230812926,0.7346101436321900,0.4339860677719120,0.0854552760720253,3031,114.54883081155400,6.335625859697390,0.1811395334777920,0.001171825481667,0.8749372820780840
83,2,1,0.1810978204011920,0.0476887002587318,13060,50.916624214637500,4.40346408558329,0.2614946222026170,0.0024274850281806,0.7963555872007180,0.3081853985786440,0.0351228713989257,23633,47.75919785565370,5.003236374466400,0.1838416565489780,0.0017861797895515,0.6691485206569340,0.4301782548427580,0.0572882518172264,11384,41.505754341912500,4.791169700774220,0.1731682219221780,0.0017596667886956,0.9040174789554160
84,2,1,0.1861090809106830,0.0653601661324501,55075,16.036068838575400,3.0004727371480900,0.2687207569246390,0.0014933880693521,0.9694259443048650,0.4123410284519200,0.0803521275520324,36323,34.35283987822500,4.47701343829761,0.1884540879865600,0.0009554472688345,0.9554588238279760,0.7733919024467470,0.1116789504885670,12376,54.38429495701500,5.673313834972970,0.1558058699090790,0.0004988999387138,0.963805484988248
85,2,1,0.0924040824174881,0.0329007320106029,22613,80.12893939393940,6.549,0.151421915330966,0.0014838875114784,0.4195731304865850,0.2050273269414900,0.0410381481051445,14718,100.9047619047620,7.540078375489850,0.1239334059890630,0.0012424354571524,0.4854740284625560,0.3897265493869780,0.0896754786372184,4247,254.13402911288100,10.643779181543500,0.0996930142756782,0.000724189950864,0.7698700022368920
86,2,1,0.1616162061691280,0.0244984421879053,60829,50.29125503747100,4.83816553368904,0.3065480697385220,0.0068778376903134,0.320928181124453,0.2824962735176090,0.0400313921272754,30651,96.1236535839244,6.806316924410430,0.1758015226254650,0.0013873145130712,0.502461471624288,0.4510597586631780,0.0812831223011016,10874,347.43787295646300,11.196638536774800,0.1278860856876610,0.0008291040732979,0.5872188111649940
87,2,1,0.0880146920680999,0.0451590679585933,29303,53.24308077645590,4.51249664549602,0.2314353669990590,0.0018997862055594,0.7854258441768900,0.2200680077075960,0.0399265624582767,33110,74.68506506807230,6.103671942210270,0.1610568125438840,0.0013398509459953,0.5983932933656890,0.3788261413574220,0.0771519541740417,9854,80.99469418692790,6.285814238236840,0.1486298056481850,0.0011649875129013,0.8969648910804110
88,2,1,0.2123811244964600,0.0542057193815708,12056,127.1064129668780,7.494529134676010,0.1511571897471460,0.0008538489811385,0.6501984121308140,0.3778201341629030,0.0515114367008209,13175,56.54228790077850,5.694946562871090,0.1540257224025650,0.0010677674754431,0.8115473053521000,0.5821120142936710,0.0994560942053794,5493,83.26986506746630,6.958449346755190,0.1295475321517860,0.0008518290804112,0.935698235664042
89,2,1,0.0806621387600898,0.0189225412905216,44573,28.174206593406600,3.470065934065930,0.3882787776629190,0.010806415379785,0.3940095124452550,0.1654459983110430,0.0284592192620039,14227,22.136401375874700,3.445221998181320,0.2480457248534180,0.0034687832540083,0.7567534572373280,0.2939087748527530,0.064938873052597,4093,34.66326070623590,4.463410969196090,0.1941747131521160,0.0019032480394409,0.9375425535749220
90,2,1,0.2298343181610110,0.0873141512274742,30990,309.09173543463400,8.629118322268410,0.2229748943996210,0.0008722759117247,0.6874086702452190,0.4949758648872380,0.0696387290954589,46011,336.0192167675250,12.24957926021410,0.1229684877340790,0.000465331584736,0.4215176211404870,0.7242462038993840,0.0905263274908065,27889,502.8210507208800,13.166035680946000,0.1336446328716390,0.0005347620188133,0.5208930185517250
91,2,1,0.1342135220766070,0.0432452633976936,14064,17.26221800798070,2.8292837106396400,0.3078770345612480,0.0026597451358843,0.924235967885829,0.3020207583904270,0.054081991314888,8761,37.05055323659980,4.781024315908040,0.1720340631855520,0.0013005827791366,0.8891371700762360,0.5122513175010680,0.0774219408631324,5176,45.108543039205100,5.183281131871690,0.1641058126784090,0.0009385263327388,0.9407054421749760
92,2,1,0.0321259759366512,0.0184621624648571,19654,22.239952784079400,3.037975617403490,0.378340681339706,0.0218743728452224,0.4909120334985840,0.1436056047677990,0.039945762604475,4057,48.972900814310500,4.9766386330263000,0.1835556540158150,0.0020617452196139,0.7292726524108280,0.3243759870529180,0.0876512229442596,1165,60.93683083511780,6.146680942184160,0.1412290777381030,0.0013560977399135,0.942150511848782
93,2,1,0.2873196303844450,0.0605748742818832,8030,53.97152002090270,4.485074139395130,0.2216917566896270,0.0013116223374209,0.8791880805987380,0.4709506034851070,0.0550506822764873,7511,151.9589871611980,8.515810746552540,0.1292346524181680,0.0007996199189211,0.5793757929967460,0.6635852456092830,0.068199336528778,6007,90.53277591973240,6.805685618729100,0.1320060301730800,0.0007979357054171,0.8372575836952980
94,2,1,0.0808991193771362,0.0452750474214553,34179,115.51425535417600,6.0464253109238700,0.3753101666052700,0.0266906122413609,0.5787033964888410,0.3260330855846410,0.0736790299415588,22783,165.87116934614900,8.690530580578420,0.1291735851144960,0.0005479053519689,0.73950546572022,0.5808770060539250,0.0729724168777465,35583,356.0043544443930,12.424336915909400,0.1132670666713070,0.0004087250350383,0.4882284272459740
95,2,1,0.1535038948059080,0.0546746738255023,27814,109.49740701414200,6.622932151485770,0.2219550519113070,0.0016847459885782,0.696376246592591,0.3496727049350740,0.0572555176913738,24841,215.9635874413230,10.600149159878900,0.1019524935630230,0.0005468063880572,0.4500481303776450,0.56996089220047,0.0949421003460884,8567,238.79909263687100,10.266691189994500,0.1079388707007730,0.0005417316026112,0.7968265710482220
96,2,1,0.1165256276726720,0.0548290237784385,40176,100.9715185841530,6.52269594727637,0.2034556651489560,0.0017535963208058,0.7125636316029510,0.3260725438594820,0.0617313459515571,39934,209.9485478155890,10.043403578684900,0.1177419583141570,0.0005648388147235,0.5193368108077310,0.5557546019554140,0.0877042189240455,30240,113.07366388575200,7.860432074028200,0.1171391812506680,0.0005498995543287,0.885796227801837
97,2,1,0.1183318644762040,0.0340288095176219,21767,60.50452765786570,5.164300773014760,0.2207727513559540,0.0021185545019008,0.5894117372946950,0.2219549864530560,0.0373826064169406,12693,34.39052211814890,4.465825836965590,0.1889081175459810,0.0021721750249535,0.7857949385773660,0.3949696719646450,0.0911347866058349,3657,56.41341705221410,5.838400528750830,0.1459205401863390,0.0011367662239004,0.9476960010366170
98,2,1,0.1776892840862270,0.0360828302800655,35480,93.99779700222840,6.571389837401820,0.2393565599881750,0.0036400411771522,0.3722157794375660,0.3435037732124330,0.0499601550400257,22546,145.55764593148600,8.649237403178150,0.1232147442524120,0.0007926339594875,0.5067709846234640,0.5248937606811520,0.0730419978499412,15733,127.36204016013600,7.603253160167700,0.1266271481613360,0.000762621323885,0.8121745671811870
99,2,1,0.1267891824245450,0.0359005816280841,9383,29.998073654390900,3.91671388101983,0.2253379808930740,0.0022205587076374,0.8086027566555620,0.2377651333808900,0.0347338505089283,10330,49.78570374378900,5.276233580951440,0.1694959714369370,0.0017765300605624,0.640063843613947,0.3767020404338840,0.0614335834980011,4185,101.0628973353170,6.70931962667388,0.1394760702080930,0.0012413356747709,0.8079033786160070
100,2,1,0.103309117257595,0.0610342994332313,24862,129.0405016338430,7.56951337984633,0.1539845694836210,0.0008292919987749,0.7160449080629950,0.3277220427989960,0.0667585432529449,23215,236.42595548541000,10.885198271069100,0.1006612095807740,0.0004721483126889,0.5551470579111230,0.5628660917282100,0.0814022272825241,20961,254.89680757199000,10.584703617550300,0.1100718911173520,0.000453829858641,0.6927755670009890
101,2,1,0.3198116421699520,0.0658511742949485,9796,215.18160919540200,10.62552934059290,0.0965975395562552,0.0004862733865163,0.6004455229760470,0.5268879532814030,0.0617246516048908,11310,246.92542716478400,11.9748045178106,0.0780084842537874,0.0004676698194252,0.4458848317006670,0.7472862601280210,0.0838837400078773,6984,416.5758395460840,14.521343273734900,0.0726033490292109,0.0003701270155378,0.5602333154439900
102,2,1,0.3676276504993440,0.0401744954288005,8429,40.612993171155200,4.95273237273137,0.1675356693849640,0.0013999434014786,0.7946449322345910,0.5053309798240660,0.0505556352436542,4417,78.64071423407790,6.70808935155064,0.1360419113759220,0.0011102895357359,0.7310917474492180,0.7434143424034120,0.0988155156373977,1104,240.4403076923080,11.839692307692300,0.081049544402388,0.0005475502958579,0.7989252892693920